subject,predicate,object,subject_name,object_name,KG_type,relation,category,classifier,auc_roc,log_odds_ratio,log_odds_ratio_95_ci_lower,log_odds_ratio_95_ci_upper,log_odds_ratio_95_ci,adjusted_p_value,positive_patient_count,negative_patient_count,total_sample_size,positive_patient_text,negative_patient_text,all_patient_text,,primary_knowledge_source,knowledge_level,agent_type
PUBCHEM.COMPOUND:5281040,biolink:associated_with_increased_likelihood_of,MONDO:0005133,montelukast,endometriosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.885432577,0.0011,-0.452,0.454,"[-0.452,0.454]",0.996,1310500,21098600,22409100,"Sample size with montelukast, approximately: 1310500","Sample size without montelukast, approximately: 21098600",All patients number is approximately: 22409100,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:5281040,biolink:associated_with_increased_likelihood_of,MONDO:0005298,montelukast,osteoporosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.885432577,9.00E-04,-0.451,0.453,"[-0.451,0.453]",0.997,1310500,21098600,22409100,"Sample size with montelukast, approximately: 1310500","Sample size without montelukast, approximately: 21098600",All patients number is approximately: 22409100,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:5281040,biolink:associated_with_increased_likelihood_of,MONDO:0011508,montelukast,non hodgkin lymphoma,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.885432577,7.00E-04,-0.411,0.412,"[-0.411,0.412]",0.997,1310500,21098600,22409100,"Sample size with montelukast, approximately: 1310500","Sample size without montelukast, approximately: 21098600",All patients number is approximately: 22409100,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:5281040,biolink:associated_with_increased_likelihood_of,MONDO:0007947,montelukast,marfan syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.885432577,5.00E-04,-0.157,0.158,"[-0.157,0.158]",0.995,1310500,21098600,22409100,"Sample size with montelukast, approximately: 1310500","Sample size without montelukast, approximately: 21098600",All patients number is approximately: 22409100,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:5281040,biolink:associated_with_increased_likelihood_of,MONDO:0005146,montelukast,posttraumatic stress disorder,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.885432577,4.00E-04,-0.56,0.561,"[-0.56,0.561]",0.999,1310500,21098600,22409100,"Sample size with montelukast, approximately: 1310500","Sample size without montelukast, approximately: 21098600",All patients number is approximately: 22409100,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:5281040,biolink:associated_with_increased_likelihood_of,MONDO:0015564,montelukast,castleman disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.885432577,3.00E-04,-0.427,0.427,"[-0.427,0.427]",0.999,1310500,21098600,22409100,"Sample size with montelukast, approximately: 1310500","Sample size without montelukast, approximately: 21098600",All patients number is approximately: 22409100,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:5281040,biolink:associated_with_increased_likelihood_of,MONDO:0005300,montelukast,chronic kidney disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.885432577,3.00E-04,-0.366,0.367,"[-0.366,0.367]",0.999,1310500,21098600,22409100,"Sample size with montelukast, approximately: 1310500","Sample size without montelukast, approximately: 21098600",All patients number is approximately: 22409100,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:5281040,biolink:associated_with_increased_likelihood_of,MONDO:0011429,montelukast,juvenile idiopathic arthritis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.885432577,3.00E-04,-0.256,0.257,"[-0.256,0.257]",0.998,1310500,21098600,22409100,"Sample size with montelukast, approximately: 1310500","Sample size without montelukast, approximately: 21098600",All patients number is approximately: 22409100,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:5281040,biolink:associated_with_increased_likelihood_of,MONDO:0007827,montelukast,inclusion body myositis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.885432577,2.00E-04,-0.613,0.613,"[-0.613,0.613]",1,1310500,21098600,22409100,"Sample size with montelukast, approximately: 1310500","Sample size without montelukast, approximately: 21098600",All patients number is approximately: 22409100,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:5281040,biolink:associated_with_increased_likelihood_of,UMLS:C1561642,montelukast,chronic kidney disease v,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.885432577,5.50E-05,-0.234,0.235,"[-0.234,0.235]",1,1310500,21098600,22409100,"Sample size with montelukast, approximately: 1310500","Sample size without montelukast, approximately: 21098600",All patients number is approximately: 22409100,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0005711,mometasone,congenital diaphragmatic hernia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.8977,0.888,0.908,"[0.888,0.908]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0005130,mometasone,celiac disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.7932,0.784,0.802,"[0.784,0.802]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0010602,mometasone,hemophilia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.4384,0.428,0.448,"[0.428,0.448]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,UMLS:C0577631,mometasone,carotid atherosclerosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.3828,0.373,0.392,"[0.373,0.392]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0005101,mometasone,ulcerative colitis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.334,0.327,0.341,"[0.327,0.341]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0004609,mometasone,herpes simplex,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.3238,0.316,0.332,"[0.316,0.332]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0008383,mometasone,rheumatoid arthritis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.3029,0.295,0.311,"[0.295,0.311]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0005146,mometasone,posttraumatic stress disorder,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.2729,0.26,0.286,"[0.26,0.286]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0008644,mometasone,22q11 2 deletion syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.266,0.257,0.275,"[0.257,0.275]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0015614,mometasone,dermatitis herpetiformis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.216,0.207,0.225,"[0.207,0.225]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0015924,mometasone,pulmonary hypertensive arterial disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.2015,0.193,0.21,"[0.193,0.21]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,FB:FBgn0001201,mometasone,hiv,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.1949,0.18,0.21,"[0.18,0.21]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0004425,mometasone,hyperthyroidism,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.1135,0.076,0.151,"[0.076,0.151]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0008377,mometasone,retinitis pigmentosa,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.1127,0.105,0.121,"[0.105,0.121]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0007972,mometasone,menieres disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0909,0.081,0.101,"[0.081,0.101]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0005546,mometasone,fibromyalgia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0781,0.068,0.088,"[0.068,0.088]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0009693,mometasone,multiple myeloma,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0772,0.066,0.088,"[0.066,0.088]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0008487,mometasone,polycystic ovarian disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0763,0.052,0.101,"[0.052,0.101]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0015263,mometasone,brugada syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0738,0.065,0.082,"[0.065,0.082]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0021107,mometasone,narcolepsy,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0691,0.038,0.1,"[0.038,0.1]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0011508,mometasone,non hodgkin lymphoma,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0647,0.055,0.075,"[0.055,0.075]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0018882,mometasone,vasculitis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0557,0.007,0.104,"[0.007,0.104]",0.025,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0005083,mometasone,psoriasis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0459,0.008,0.084,"[0.008,0.084]",0.018,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0019118,mometasone,retinal dystrophy,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0434,-0.006,0.092,"[-0.006,0.092]",0.083,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0008399,mometasone,sarcoidosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0416,0.029,0.054,"[0.029,0.054]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0005002,mometasone,chronic obstructive pulmonary disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0377,-0.057,0.133,"[-0.057,0.133]",0.437,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0005010,mometasone,chronic ischemic heart disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0363,-0.049,0.122,"[-0.049,0.122]",0.405,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0019350,mometasone,hereditary spherocytosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.036,0.024,0.048,"[0.024,0.048]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,UMLS:C0745114,mometasone,chronic hypertension,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0351,0.001,0.07,"[0.001,0.07]",0.047,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0000424,mometasone,vitamin b12 deficiency,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0291,0.017,0.041,"[0.017,0.041]",1.00E-04,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0005298,mometasone,osteoporosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0243,-0.044,0.093,"[-0.044,0.093]",0.487,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0002316,mometasone,hereditary motor and sensory neuropathy,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0191,-0.054,0.092,"[-0.054,0.092]",0.606,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0000477,mometasone,focal dystonia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.017,-0.01,0.044,"[-0.01,0.044]",0.215,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0004979,mometasone,asthma,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0162,-0.043,0.075,"[-0.043,0.075]",0.592,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0007186,mometasone,gerd,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0143,-0.048,0.077,"[-0.048,0.077]",0.653,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0008642,mometasone,vater association,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0136,-0.037,0.064,"[-0.037,0.064]",0.601,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0020066,mometasone,ehlers danlos syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0128,-0.049,0.075,"[-0.049,0.075]",0.686,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0004981,mometasone,atrial fibrillation,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0124,-0.054,0.079,"[-0.054,0.079]",0.716,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0004952,mometasone,hodgkin disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0113,-0.164,0.186,"[-0.164,0.186]",0.899,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0043693,mometasone,alcoholic liver disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0076,-0.087,0.102,"[-0.087,0.102]",0.875,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0008300,mometasone,prader willi syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0074,-0.131,0.146,"[-0.131,0.146]",0.917,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0005302,mometasone,attention deficit hyperactivity disorder,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0044,-0.085,0.093,"[-0.085,0.093]",0.922,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0005392,mometasone,scoliosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0033,-0.187,0.194,"[-0.187,0.194]",0.973,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0007947,mometasone,marfan syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0027,-0.14,0.146,"[-0.14,0.146]",0.97,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0005404,mometasone,chronic fatigue syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0027,-0.168,0.173,"[-0.168,0.173]",0.976,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0008542,mometasone,tetralogy of fallot,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0026,-0.118,0.123,"[-0.118,0.123]",0.966,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0002046,mometasone,alcohol abuse,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0025,-0.159,0.164,"[-0.159,0.164]",0.976,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0800026,mometasone,ondine curse,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0025,-43.563,43.568,"[-43.563,43.568]",1,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0019369,mometasone,complex regional pain syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0025,-43.562,43.567,"[-43.562,43.567]",1,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0011429,mometasone,juvenile idiopathic arthritis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0011,-0.237,0.239,"[-0.237,0.239]",0.993,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0021187,mometasone,hyperlipidemia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,0.0011,-0.15,0.152,"[-0.15,0.152]",0.989,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0007864,mometasone,klippel trenaunay syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,6.00E-04,-0.166,0.167,"[-0.166,0.167]",0.994,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0015564,mometasone,castleman disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,6.00E-04,-0.325,0.327,"[-0.325,0.327]",0.997,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0007739,mometasone,huntingtons disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,5.00E-04,-0.244,0.245,"[-0.244,0.245]",0.997,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
